Ciclo,Classe,Link,
2016.1,1,https://docs.google.com/spreadsheets/d/1w8H--W9wbPR_q-tnjDK3VS8Pnz4rtwO9yJfw9rEwCA0/edit?usp=sharing
2017.1,1,https://docs.google.com/spreadsheets/d/1kt7kJdRy6M4Rgu8JylYKxkpKl2DMdQp4JjFnO15RnAM/edit?usp=sharing
2017.1,2,https://docs.google.com/spreadsheets/d/1ZZNa8nFyXhIoUZP8kpLv3GwOfru_qCT6p1klgAGFLls/edit?usp=sharing
2017.2,1,https://docs.google.com/spreadsheets/d/1UjPqgj1cIzzeV2LqUl43lGQSuf_0YF1F0qh2rQ5-vmo/edit?usp=sharing
2017.2,2,https://docs.google.com/spreadsheets/d/1u5ZaM4Ev5Nmt10kkyxWY92Z9PlQsqfLRl84P2h1x71c/edit?usp=sharing
2017.2,3,https://docs.google.com/spreadsheets/d/1PFCed8Uv_HwNvXNSapbOTRQjxeIlGnLPhL9AtDrS2TY/edit?usp=sharing
2017.2,4,https://docs.google.com/spreadsheets/d/1k9LY8EsH_yNalGTg5a5RD8syE5jDP4UUCdPahtrEz-4/edit?usp=sharing
2017.3,1,https://docs.google.com/spreadsheets/d/1Yc6I1D98YNB3FonYHl1_EjuPSt-DkWJKJgyJowJH0Ag/edit?usp=sharing
2017.3,2,https://docs.google.com/spreadsheets/d/1WOZcc5qyOhRHJ1mM6wRag7ndkblAkGDroZjL0-WzO4Q/edit?usp=sharing
2017.3,3,https://docs.google.com/spreadsheets/d/1vDXv-rQhVBPH-xSMx-ZQJzPWTEHsQPPpq7AZH_-zlEk/edit?usp=sharing
2017.3,4,https://docs.google.com/spreadsheets/d/1YXg8jrOrkZ1FEhlhSCunaYFLdRiVNmRFVlD4wN3PWRo/edit?usp=sharing
2018.1,1,https://docs.google.com/spreadsheets/d/1QbLVVoTOrAhW15tjoYAmlsPchnATRkfskL4V77tairk/edit?usp=sharing
2018.1,2,https://docs.google.com/spreadsheets/d/1QkwjjDveRHGRP9TDzcj4Hx_UZBe5o7aPxV6lUewzVfA/edit?usp=sharing
2018.1,3,https://docs.google.com/spreadsheets/d/1fP4y7WZ-QKbctf_60ucRiCKchRGeA-ANxM6Qrl-WPSA/edit?usp=sharing
2018.1,4,https://docs.google.com/spreadsheets/d/1HlCYpIgsk9hh8DQvzvZuY9bJhCFHxr1j8z6hui_wv-E/edit?usp=sharing
2018.1,5,https://docs.google.com/spreadsheets/d/12JbVCwZC6t730uhpMYUp12VdLJ_ezC4Kmx07wbNqrU4/edit?usp=sharing
2018.2,1,https://docs.google.com/spreadsheets/d/1IEIF0U7q5iHrUsJmiBuJaPjObkX4fT0PAMsdU4xt46g/edit?usp=sharing
2018.2,2,https://docs.google.com/spreadsheets/d/1A8fmtVIf4MjBoh-y8UQWc1mrLuwdmpr3vjQ1PzUHZCg/edit?usp=sharing
2018.2,3,https://docs.google.com/spreadsheets/d/1tYfxgby-chDywHnYBvWoVcOknGt3gyj18Mli3EQvRTA/edit?usp=sharing
2018.2,4,https://docs.google.com/spreadsheets/d/19EPnrktii-dAZrI8RnDzxXibFVly2ye5E_KvQTqiapw/edit?usp=sharing
2018.2,5,https://docs.google.com/spreadsheets/d/1FdmYVNf2Do1ojBG3VPU-6p78zx9z52wb_P3-kNTi8Pw/edit?usp=sharing
2018.2,F,https://docs.google.com/spreadsheets/d/1zGqa7Foziy56r77ZptYbOk16IwPQwBEeRIUsWD91shk/edit?usp=sharing
2018.3,1,https://docs.google.com/spreadsheets/d/13w4CtDCefDUBk3570MGYkzkbogmACa-14SpvSarb6d8/edit?usp=sharing
2018.3,2,https://docs.google.com/spreadsheets/d/1hT2_FUkqSDgL33zxlM0jkFCPI28SNX4chxbnxAaNBVE/edit?usp=sharing
2018.3,3,https://docs.google.com/spreadsheets/d/1Cdo-Gqw2hC-IJMJ1MGJOA7ULzvfnUlJG4j6WuYViK7U/edit?usp=sharing
2018.3,4,https://docs.google.com/spreadsheets/d/13_-lE7ecKNniuFeb8bgRVUylQJFnhaViguxDcXEK2fM/edit?usp=sharing
2018.3,5,https://docs.google.com/spreadsheets/d/1BBF61MJmcR4Py6VUSJqMFGzUQM2ifzjRmCHx69u2DaE/edit?usp=sharing
2019.1,1,https://docs.google.com/spreadsheets/d/1-2wzn12223FqvUnn_YQGARbhcXdb40kUh-ubpINDfqs/edit?usp=sharing
2019.1,2,https://docs.google.com/spreadsheets/d/1NefQGsYaoVQKMBrK7SBEnVJ9cUuBPV90SAoGTtlWRtQ/edit?usp=sharing
